,index,GA_EventID,DATESTR,DATENUM,TYPE,DEPENDENCE,LON,LAT,DEP,LOCSRC,PREFMW,PREFMWSRC,PREFMS,PREFMSSRC,PREFmb,PREFmbSRC,PREFML,PREFMLSRC,MLREGION,REVML,MX_ORIGML,MX_TYPE,MX_REVML,MX_REVMLTYPE,MX_REVMLSRC,MS2MW,mb2MW,ML2MW,PREFMW.1,PREFMWSRC.1,COMM,MLa_net,MLa01_net,MLa05_net,MLa075_net,MLa_nob,MLa01_nob,MLa05_nob,MLa075_nob,Region,MLa_dmn,MLa_dmx,MLa05_dmn,MLa05_dmx,MLa075_dmn,MLa075_dmx,MLa01_dmn,MLa01_dmx,Catalogue,Event Type,AntelopeID,AntelopeML,SeiscompML
218,10961.0,ga2011gpqmyg,2011-04-04 12:03:04,734597.5021,local,1.0,127.984,-17.452,0.0,AUST,,,,,,,2.7,AUST,WA,,2.7,ML,2.7,ML,AUST,,,3.0,3.0,ML2MW,W of Purnululu; WA,2.975514776,2.967767056,2.7416995605,2.6830036010000002,3.0,3.0,4.0,4.0,SWAustralia,213.30101333140834,726.3962960964881,213.30101333140834,726.3962960964881,213.30101333140834,726.3962960964881,213.30101333140834,726.3962960964881,NSHA18,local,,,
219,10963.0,ga2011hazczo,2011-04-10 16:12:18,734603.6752,local,1.0,131.513,-13.296,0.0,AUST,,,,,,,2.8,AUST,WA,,2.8,ML,2.8,ML,AUST,,,3.07,3.07,ML2MW,SE of Batchelor; NT,1.72277381,1.692053174,1.667061371,1.641224288,1.0,1.0,1.0,1.0,SWAustralia,64.85410143232255,794.8106509790568,64.85410143232255,794.8106509790568,64.85410143232255,794.8106509790568,64.85410143232255,794.8106509790568,NSHA18,local,,,
220,10964.0,ga2011heffoo,2011-04-12 10:29:45,734605.4373,local,1.0,145.531,-42.243,12.3,MEL,,,,,,,3.4,MEL,SEA,3.37,3.4,ML,3.37,REV_ML,REV_ML,,,3.48,3.48,ML2MW,18 km S of Queenstown; Tas,3.0071011075,3.0023081515000003,2.908436516,2.911564867,2.0,2.0,3.0,3.0,SEAustralia,138.5031348149179,518.7130792364743,138.5031348149179,518.7130792364743,138.5031348149179,518.7130792364743,138.5031348149179,518.7130792364743,NSHA18,local,,,
221,10965.0,ga2011hhekes,2011-04-14 01:18:22,734607.0544,local,1.0,123.73,-18.197,20.0,AUST,,,,,,,3.55,AUST,WA,,3.55,ML,3.55,ML,AUST,,,3.63,3.63,ML2MW,S of Derby; WA,3.4232420560000003,3.424576774,3.3910374269999997,3.3996354195,2.0,2.0,2.0,2.0,SWAustralia,202.43562378732298,604.2455209781184,202.43562378732298,604.2455209781184,202.43562378732298,604.2455209781184,202.43562378732298,604.2455209781184,NSHA18,local,,,
222,10966.0,,2011-04-15 13:37:44,734608.5679,local,1.0,145.772,-39.994,10.0,MEL,,,,,,,3.0,MEL,SEA,2.93,3.0,ML,2.93,REV_ML,REV_ML,,,3.16,3.16,ML2MW,Off Stanley; Bass Strait,3.709524058,3.091293492,2.883894306,2.570486203,1.0,3.0,2.0,3.0,SEAustralia,270.0448933606481,673.6762641217355,270.0448933606481,673.6762641217355,270.0448933606481,673.6762641217355,270.0448933606481,673.6762641217355,NSHA18,local,,,
223,10967.0,ga2011hlefxk,2011-04-16 05:31:19,734609.2301,local,2.0,147.718,-20.055,10.0,MEL,5.3,Allen (2012),,,,,5.34,AUST,SEA,,5.3,MW,5.3,MW,Allen (2012),,,5.15,5.3,Allen (2012),Mt Abbot; Qld,5.654453996,5.649878311,5.654229568,5.64505359,6.0,6.0,6.0,6.0,SEAustralia,153.12526793465773,720.4001273819447,153.12526793465773,720.4001273819447,153.12526793465773,720.4001273819447,153.12526793465773,720.4001273819447,NSHA18,local,,,
224,10968.0,,2011-04-16 06:13:53,734609.2596,local,0.0,147.762,-20.153,10.0,MEL,,,,,,,3.1,MEL,SEA,3.08,3.1,ML,3.08,REV_ML,REV_ML,,,3.27,3.27,ML2MW,Mt Abbot; Qld,3.112363542,3.1229713445,3.0305743554999998,2.988459021,4.0,4.0,4.0,5.0,SEAustralia,157.79759093072394,798.1528300799753,157.79759093072394,798.1528300799753,157.79759093072394,798.1528300799753,157.79759093072394,798.1528300799753,NSHA18,local,,,
225,10969.0,ga2011hlhkgo,2011-04-16 07:06:52,734609.2964,local,0.0,147.733,-20.097,10.0,MEL,4.26,Allen (2012),,,,,4.13,AUST,SEA,,4.26,MW,4.26,MW,Allen (2012),,,4.09,4.26,Allen (2012),Mt Abbot; Qld,4.275118281,4.277947794,4.309200797,4.287863321,7.0,7.0,7.0,7.0,SEAustralia,154.63260365905063,715.5737068570414,154.63260365905063,715.5737068570414,154.63260365905063,715.5737068570414,154.63260365905063,715.5737068570414,NSHA18,local,,,
226,10970.0,ga2011hltijh,2011-04-16 13:06:45,734609.5464,local,0.0,147.729,-20.129,10.0,MEL,,,,,,,2.6,MEL,SEA,2.58,2.6,ML,2.58,REV_ML,REV_ML,,,2.91,2.91,ML2MW,Mt Abbot; Qld,3.2795568095,3.290334929,3.318539642,3.257264769,4.0,5.0,5.0,5.0,SEAustralia,154.26166513542628,799.0264151993781,154.26166513542628,799.0264151993781,154.26166513542628,799.0264151993781,154.26166513542628,799.0264151993781,NSHA18,local,,,
227,10971.0,ga2011hlyerl,2011-04-16 15:33:20,734609.6482,local,0.0,147.759,-20.173,10.0,MEL,,,,,,,2.9,MEL,SEA,2.88,2.9,ML,2.88,REV_ML,REV_ML,,,3.13,3.13,ML2MW,Mt Abbot; Qld,3.537957229,3.550162042,3.522202296,3.500335206,5.0,5.0,5.0,5.0,SEAustralia,157.5906040277305,796.0277027849905,157.5906040277305,796.0277027849905,157.5906040277305,796.0277027849905,157.5906040277305,796.0277027849905,NSHA18,local,,,
228,10972.0,ga2011hmsdyo,2011-04-17 01:35:56,734610.0666,local,0.0,147.757,-20.174,10.0,MEL,,,,,,,2.8,MEL,SEA,2.78,2.8,ML,2.78,REV_ML,REV_ML,,,3.05,3.05,ML2MW,Mt Abbot; Qld,3.48055223,3.480286762,3.5313464249999997,3.473146287,4.0,4.0,4.0,5.0,SEAustralia,157.38800034076226,795.8360211862072,157.38800034076226,795.8360211862072,157.38800034076226,795.8360211862072,157.38800034076226,795.8360211862072,NSHA18,local,,,
14791,10973.0,ga2011hoadou,2011-04-17 18:41:18,734610.7787,local,1.0,113.73,-19.921,10.0,USGS,,,,,5.3,USGS,,,WA,,5.3,mb,5.3,mb,USGS,,5.19,,5.19,mb2MW,Northwest of Australia,,,,,,,,,,,,,,,,,,NSHA18,,,,
229,10974.0,ga2011hqvpup,2011-04-19 07:38:05,734612.3181,local,0.0,147.728,-20.137,12.3,MEL,,,,,,,3.1,MEL,SEA,3.08,3.1,ML,3.08,REV_ML,REV_ML,,,3.27,3.27,ML2MW,7 km S of Mt Abbot; Qld,3.402060774,3.407128643,3.283199404,3.307267984,3.0,3.0,5.0,5.0,SEAustralia,154.1817113264127,798.1840037575216,154.1817113264127,798.1840037575216,154.1817113264127,798.1840037575216,154.1817113264127,798.1840037575216,NSHA18,local,,,
230,10975.0,ga2011hruqwx,2011-04-19 20:13:42,734612.8429,local,1.0,152.325,-24.394,4.6,MEL,,,,,,,2.9,MEL,SEA,2.86,2.9,ML,2.86,REV_ML,REV_ML,,,3.11,3.11,ML2MW,Off Bundaberg; Qld,3.5229142245,3.5355336939999997,3.029679769,2.842743574,2.0,2.0,5.0,5.0,SEAustralia,165.67863734740357,786.9326691507162,165.67863734740357,786.9326691507162,165.67863734740357,786.9326691507162,165.67863734740357,786.9326691507162,NSHA18,local,,,
231,10976.0,ga2011hwyayu,2011-04-22 15:18:13,734615.6377,local,1.0,139.328,-33.191,4.6,ADE,,,,,,,2.7,ADE,SA,2.66,2.7,ML,2.66,REV_ML,REV_ML,,,2.97,2.97,ML2MW,52 km SE of Peterborough; SA,2.9273793685,2.884693872,2.6746984025,2.595299509,6.0,6.0,6.0,6.0,SAustralia,46.23534862117794,741.1148289005644,46.23534862117794,741.1148289005644,46.23534862117794,741.1148289005644,46.23534862117794,741.1148289005644,NSHA18,local,,,
232,10977.0,ga2011hxubrt,2011-04-23 02:22:54,734616.0992,local,1.0,138.889,-31.249,12.4,ADE,,,,,,,2.8,ADE,SA,2.8,2.8,ML,2.8,REV_ML,REV_ML,,,3.07,3.07,ML2MW,SW of Wirrealpa HS; SA,3.193680649,3.253007348,2.949083376,2.8449705175,5.0,5.0,5.0,6.0,SAustralia,241.94328006852888,734.041700013229,241.94328006852888,734.041700013229,241.94328006852888,734.041700013229,241.94328006852888,734.041700013229,NSHA18,local,,,
14792,10978.0,,2011-04-26 07:56:58,734619.3312,local,1.0,128.4689,-16.6312,0.0,IDC,,,,,2.8,IDC,,,WA,,2.8,mb,2.8,mb,IDC,,2.18,,2.18,mb2MW,18 km SW of Lake Argyle; WA,,,,,,,,,,,,,,,,,,NSHA18,,,,
233,10979.0,ga2011iefhbw,2011-04-26 14:27:52,734619.6027,local,1.0,117.155,-30.508,0.0,AUST,,,,,,,3.41,AUST,WA,,3.41,ML,3.41,ML,AUST,,,3.52,3.52,ML2MW,Burakin; WA,3.5525736905,3.5392421795,3.549210004,3.556658317,8.0,8.0,8.0,8.0,SWAustralia,44.38439965769322,455.1380682036025,44.38439965769322,455.1380682036025,44.38439965769322,455.1380682036025,44.38439965769322,455.1380682036025,NSHA18,local,,,
234,10980.0,ga2011iihrgs,2011-04-28 19:57:55,734621.8319,local,1.0,140.257,-32.622,4.5,ADE,,,,,,,2.6,ADE,SA,2.56,2.6,ML,2.56,REV_ML,REV_ML,,,2.9,2.9,ML2MW,34 km SE of Mannahill; SA,3.1761033135,3.483481639,2.670746808,2.689023871,4.0,3.0,5.0,7.0,SAustralia,150.93071848246635,778.9224790636882,150.93071848246635,778.9224790636882,150.93071848246635,778.9224790636882,150.93071848246635,778.9224790636882,NSHA18,local,,,
235,10981.0,,2011-04-29 22:26:16,734622.9349,local,1.0,144.97,-40.709,13.9,MEL,,,,,,,3.5,MEL,SEA,3.45,3.5,ML,3.45,REV_ML,REV_ML,,,3.55,3.55,ML2MW,Robbins Island; Tas,3.133820749,3.160831018,3.0056000335000004,2.9835181139999998,3.0,3.0,4.0,4.0,SEAustralia,200.53518497251457,773.1736739094523,200.53518497251457,773.1736739094523,200.53518497251457,773.1736739094523,200.53518497251457,773.1736739094523,NSHA18,local,,,
236,10982.0,,2011-05-01 18:37:52,734624.7763,local,1.0,150.934,-32.249,10.0,MEL,,,,,,,2.7,MEL,SEA,2.66,2.7,ML,2.66,REV_ML,REV_ML,,,2.97,2.97,ML2MW,Muswellbrook; NSW,3.462591544,3.476847726,2.349675142,,2.0,2.0,1.0,0.0,SEAustralia,107.78859671325027,772.9817612540361,107.78859671325027,772.9817612540361,107.78859671325027,772.9817612540361,107.78859671325027,772.9817612540361,NSHA18,local,,,
237,10983.0,ga2011inygdp,2011-05-01 21:40:20,734624.903,local,1.0,133.928,-19.876,5.0,AUST,,,,,,,3.0,AUST,WA,,3.0,ML,3.0,ML,AUST,,,3.21,3.21,ML2MW,Tennant Creek; NT,3.408440997,3.357338063,3.30564063,3.2741983,3.0,3.0,3.0,3.0,SWAustralia,45.68186243913868,718.1773527049825,45.68186243913868,718.1773527049825,45.68186243913868,718.1773527049825,45.68186243913868,718.1773527049825,NSHA18,local,,,
238,10984.0,ga2011istdyc,2011-05-04 12:29:20,734627.5204,local,2.0,137.908,-32.287,11.4,ADE,,,,,,,3.29,AUST,SA,,3.29,ML,3.29,ML,AUST,,,3.43,3.43,ML2MW,NW of Quorn; SA,3.688363084,3.676923879,3.475969259,3.440964011,5.0,5.0,5.0,5.0,SAustralia,158.39054055430518,740.7043855348536,158.39054055430518,740.7043855348536,158.39054055430518,740.7043855348536,158.39054055430518,740.7043855348536,NSHA18,local,,,
14793,10985.0,ga2011iubdwy,2011-05-05 05:35:05,734628.2327,local,0.0,147.651,-20.242,,AUST,,,,,,,3.1,AUST,SEA,,3.1,ML,3.1,ML,AUST,,,3.28,3.28,ML2MW,SW of Bowen; Qld,,,,,,,,,,,,,,,,,,NSHA18,,,,
239,10986.0,ga2011ixsftk,2011-05-07 05:23:32,734630.2247,local,1.0,123.0207,-17.8326,10.0,ISC,,,,,4.0,ISC,3.96,AUST,WA,,3.96,ML,3.96,ML,AUST,,3.62,3.95,3.95,ML2MW,83 km E of Broome; WA,3.791035404,3.808533972,3.692926177,3.642356,1.0,1.0,1.0,1.0,SWAustralia,504.7569556012102,504.7569556012102,504.7569556012102,504.7569556012102,504.7569556012102,504.7569556012102,504.7569556012102,504.7569556012102,NSHA18,local,,,
240,10987.0,,2011-05-07 19:02:04,734630.7931,local,1.0,151.051,-32.109,2.0,MEL,,,,,,,2.7,MEL,SEA,2.68,2.7,ML,2.68,REV_ML,REV_ML,,,2.98,2.98,ML2MW,Scone; NSW,2.770780532,2.705753687,2.2730095595,2.0345622335,2.0,2.0,2.0,2.0,SEAustralia,195.37743235668074,790.7783072480895,195.37743235668074,790.7783072480895,195.37743235668074,790.7783072480895,195.37743235668074,790.7783072480895,NSHA18,local,,,
241,10988.0,ga2011izounj,2011-05-08 05:49:00,734631.2424,local,1.0,151.008,-24.159,8.0,AUST,,,,,,,2.5,AUST,SEA,,2.5,ML,2.5,ML,AUST,,,2.86,2.86,ML2MW,E of Dumgree; Qld,3.011821284,3.005260995,3.003465464,2.920181857,1.0,1.0,2.0,3.0,SEAustralia,134.24924684834193,732.5304416331194,134.24924684834193,732.5304416331194,134.24924684834193,732.5304416331194,134.24924684834193,732.5304416331194,NSHA18,local,,,
14794,10989.0,ga2011jbplyh,2011-05-09 08:18:10,734632.3459,local,1.0,112.972,-27.25,10.0,AUST,,,,,,,3.47,AUST,WA,,3.47,ML,3.47,ML,AUST,,,3.56,3.56,ML2MW,Off Kalbarri; WA,,,,,,,,,,,,,,,,,,NSHA18,,,,
242,10990.0,,2011-05-09 22:25:07,734632.9341,local,0.0,147.747,-20.169,10.0,MEL,,,,,,,2.7,MEL,SEA,2.68,2.7,ML,2.68,REV_ML,REV_ML,,,2.98,2.98,ML2MW,Dalbeg; Qld,2.935184723,3.115435446,3.007916734,2.8657788010000003,2.0,3.0,3.0,4.0,SEAustralia,156.78801079720853,795.8717001074821,156.78801079720853,795.8717001074821,156.78801079720853,795.8717001074821,156.78801079720853,795.8717001074821,NSHA18,local,,,
243,10991.0,,2011-05-11 12:15:22,734634.5107,local,1.0,133.0965,-26.7085,0.0,IDC,,,,,,,2.9,IDC,WA,,2.9,ML,2.9,ML,IDC,,,3.14,3.14,ML2MW,85 km NW of Marla; SA,,,2.713716354,2.593396692,0.0,0.0,1.0,1.0,SWAustralia,515.455485786133,734.4395578927416,515.455485786133,734.4395578927416,515.455485786133,734.4395578927416,515.455485786133,734.4395578927416,NSHA18,local,,,
14795,10992.0,,2011-05-11 20:34:50,734634.8575,local,1.0,125.2065,-12.6142,0.0,IDC,,,,,3.2,IDC,,,WA,,3.2,mb,3.2,mb,IDC,,2.66,,2.66,mb2MW,228 km E of Ashmore & Cartier Is; Timor Sea,,,,,,,,,,,,,,,,,,NSHA18,,,,
244,10993.0,ga2011jhxdto,2011-05-12 18:36:54,734635.7756,local,1.0,122.068,-32.463,19.0,AUST,,,,,,,3.1,AUST,WA,,3.1,ML,3.1,ML,AUST,,,3.28,3.28,ML2MW,SE of Norseman; WA,3.3993681805,3.284571307,3.217339005,3.2240190755,4.0,4.0,6.0,6.0,SWAustralia,418.73443089117643,688.775209076295,418.73443089117643,688.775209076295,418.73443089117643,688.775209076295,418.73443089117643,688.775209076295,NSHA18,local,,,
245,10994.0,ga2011jkclru,2011-05-13 23:25:54,734636.9763,local,2.0,151.692,-25.003,7.9,MEL,,,3.43,AUST,,,3.28,AUST,SEA,,3.28,ML,3.28,ML,AUST,4.22,,3.42,3.42,ML2MW,Mt Perry; Qld,3.4461572,3.443643297,3.209086124,3.110069849,3.0,3.0,5.0,5.0,SEAustralia,73.6820588533839,780.5853935995149,73.6820588533839,780.5853935995149,73.6820588533839,780.5853935995149,73.6820588533839,780.5853935995149,NSHA18,local,,,
246,10995.0,,2011-05-15 10:24:00,734638.4333,local,1.0,139.2577,-20.5904,0.0,IDC,,,,,,,2.5,IDC,WA,,2.5,ML,2.5,ML,IDC,,,2.86,2.86,ML2MW,29 km WNW of Mt Isa; Qld,2.0978683335,2.0897215265,1.871284547,2.008132752,2.0,2.0,1.0,2.0,SWAustralia,36.41102351919419,732.2054604569971,36.41102351919419,732.2054604569971,36.41102351919419,732.2054604569971,36.41102351919419,732.2054604569971,NSHA18,local,,,
247,10996.0,ga2011jocahq,2011-05-16 03:30:39,734639.1463,local,1.0,139.035,-31.57,18.5,ADE,,,,,,,3.0,ADE,SA,2.95,3.0,ML,2.95,REV_ML,REV_ML,,,3.17,3.17,ML2MW,SW of Martins Well HS; SA,3.0141192425,2.9832444965000002,2.8191779475,2.810845719,2.0,2.0,4.0,4.0,SAustralia,206.60678108139857,749.2903091619154,206.60678108139857,749.2903091619154,206.60678108139857,749.2903091619154,206.60678108139857,749.2903091619154,NSHA18,local,,,
248,10997.0,ga2011joyljb,2011-05-16 14:47:13,734639.6161,local,1.0,150.855,-37.709,20.0,MEL,,,,,,,2.8,MEL,SEA,2.71,2.8,ML,2.71,REV_ML,REV_ML,,,3.0,3.0,ML2MW,Off Mallacoota; Vic,,,3.562764233,,0.0,0.0,1.0,0.0,SEAustralia,650.8390560373896,650.8390560373896,650.8390560373896,650.8390560373896,650.8390560373896,650.8390560373896,650.8390560373896,650.8390560373896,NSHA18,local,,,
249,10998.0,ga2011jtbqat,2011-05-18 20:41:04,734641.8619,local,1.0,138.85,-30.855,10.5,ADE,,,,,,,3.4,ADE,SA,3.45,3.4,ML,3.45,REV_ML,REV_ML,,,3.55,3.55,ML2MW,NE of Blinman; SA,3.060526781,3.169088718,3.062577945,3.045256391,3.0,3.0,5.0,5.0,SAustralia,284.73099268551573,707.5403199353146,284.73099268551573,707.5403199353146,284.73099268551573,707.5403199353146,284.73099268551573,707.5403199353146,NSHA18,local,,,
250,10999.0,ga2011jwrvkm,2011-05-20 20:03:26,734643.8357,local,1.0,119.5043,-23.5665,10.0,ISC,,,,,4.5,ISC,4.66,AUST,WA,,4.66,ML,4.66,ML,AUST,,4.23,4.54,4.54,ML2MW,33 km SW of Newman; WA,4.903694696,4.883432753,4.899219019,4.88679661,1.0,1.0,1.0,1.0,SWAustralia,700.6951154497004,700.6951154497004,700.6951154497004,700.6951154497004,700.6951154497004,700.6951154497004,700.6951154497004,700.6951154497004,NSHA18,local,,,
251,11000.0,,2011-05-20 22:27:20,734643.9356,local,1.0,142.299,-40.705,10.0,MEL,,,,,,,3.3,MEL,SEA,3.03,3.3,ML,3.03,REV_ML,REV_ML,,,3.23,3.23,ML2MW,NW of Tasmania; Southern Ocean,2.580582982,2.576281075,2.63972179,2.561872669,1.0,1.0,3.0,3.0,SEAustralia,438.66808318230187,451.15009464518465,438.66808318230187,451.15009464518465,438.66808318230187,451.15009464518465,438.66808318230187,451.15009464518465,NSHA18,local,,,
252,11001.0,ga2011jyyssn,2011-05-22 01:40:31,734645.0698,local,1.0,119.328,-33.2,10.0,AUST,,,,,,,2.5,AUST,WA,,2.5,ML,2.5,ML,AUST,,,2.86,2.86,ML2MW,SE of Newdegate; WA,3.192687573,2.7795223275,2.6087548744999998,2.576553394,1.0,2.0,4.0,3.0,SWAustralia,197.4031044157102,555.0710666097899,197.4031044157102,555.0710666097899,197.4031044157102,555.0710666097899,197.4031044157102,555.0710666097899,NSHA18,local,,,
253,11002.0,ga2011kafsuv,2011-05-22 18:16:17,734645.7613,local,0.0,139.322,-33.199,6.3,ADE,,,,,,,3.0,ADE,SA,2.96,3.0,ML,2.96,REV_ML,REV_ML,,,3.18,3.18,ML2MW,E of Terowie; SA,2.9498297015,2.9600144884999997,2.840411089,2.740999272,4.0,4.0,4.0,5.0,SAustralia,45.268569248541496,740.9248370215726,45.268569248541496,740.9248370215726,45.268569248541496,740.9248370215726,45.268569248541496,740.9248370215726,NSHA18,local,,,
254,11003.0,ga2011kazrum,2011-05-23 04:18:34,734646.1796,local,0.0,139.322,-33.198,5.8,ADE,,,,,,,2.6,ADE,SA,2.56,2.6,ML,2.56,REV_ML,REV_ML,,,2.9,2.9,ML2MW,E of Terowie; SA,2.782317419,2.996389429,2.711539393,2.6048494815,2.0,3.0,4.0,4.0,SAustralia,45.331768120333166,740.9999577589424,45.331768120333166,740.9999577589424,45.331768120333166,740.9999577589424,45.331768120333166,740.9999577589424,NSHA18,local,,,
255,11004.0,ga2011kbsnuy,2011-05-23 13:47:11,734646.5744,local,1.0,131.059,-26.25,10.0,ADE,,,,,,,3.2,ADE,WA,2.6,3.2,ML,2.6,REV_ML,REV_ML,,,2.92,2.92,ML2MW,14 km SW of Amata; SA,,,2.595454448,2.570868589,0.0,0.0,1.0,1.0,SWAustralia,308.2380813323233,308.2380813323233,308.2380813323233,308.2380813323233,308.2380813323233,308.2380813323233,308.2380813323233,308.2380813323233,NSHA18,local,,,
14796,11005.0,ga2011kdhqka,2011-05-24 10:27:16,734647.4356,local,2.0,139.331,-33.182,6.5,ADE,,,,,,,3.66,AUST,SA,,3.66,ML,3.66,ML,AUST,,,3.71,3.71,ML2MW,E of Terowie; SA,,,,,,,,,,,,,,,,,,NSHA18,,,,
14797,11006.0,ga2011kdmfuy,2011-05-24 12:45:52,734647.5319,local,0.0,139.327,-33.191,6.4,ADE,,,,,,,3.59,AUST,SA,,3.59,ML,3.59,ML,AUST,,,3.66,3.66,ML2MW,E of Terowie; SA,,,,,,,,,,,,,,,,,,NSHA18,,,,
256,11007.0,ga2011kdtdcz,2011-05-24 16:13:56,734647.6763,local,1.0,147.428,-35.63,0.0,AUST,,,,,,,2.6,AUST,SEA,,2.6,ML,2.6,ML,AUST,,,2.93,2.93,ML2MW,Holbrook; NSW,4.207135416,3.5464181010000004,2.384866997,2.1439825304999998,1.0,2.0,1.0,2.0,SEAustralia,172.20926679445535,756.4897417198887,172.20926679445535,756.4897417198887,172.20926679445535,756.4897417198887,172.20926679445535,756.4897417198887,NSHA18,local,,,
257,11008.0,ga2011kdubqu,2011-05-24 16:42:25,734647.6961,local,0.0,138.849,-32.326,0.2,ADE,,,,,,,2.5,ADE,SA,2.5,2.5,ML,2.5,REV_ML,REV_ML,,,2.85,2.85,ML2MW,NE of Carrieton; SA,3.768979957,3.773667585,2.642329381,2.0850867330000002,1.0,1.0,2.0,2.0,SAustralia,122.69137389311506,652.8205344774118,122.69137389311506,652.8205344774118,122.69137389311506,652.8205344774118,122.69137389311506,652.8205344774118,NSHA18,local,,,
258,11009.0,ga2011kgamux,2011-05-25 22:05:22,734648.9204,local,2.0,138.848,-32.349,4.3,ADE,,,,,,,3.2,ADE,SA,3.2,3.2,ML,3.2,REV_ML,REV_ML,,,3.36,3.36,ML2MW,E of Carrieton; SA,2.932346886,2.920679135,2.9120381965,2.783615297,3.0,3.0,4.0,4.0,SAustralia,120.15013406180499,653.1801224829206,120.15013406180499,653.1801224829206,120.15013406180499,653.1801224829206,120.15013406180499,653.1801224829206,NSHA18,local,,,
259,11010.0,ga2011kgaywp,2011-05-25 22:19:20,734648.9301,local,0.0,138.825,-32.333,3.0,ADE,,,,,,,2.6,ADE,SA,2.6,2.6,ML,2.6,REV_ML,REV_ML,,,2.93,2.93,ML2MW,NE of Carrieton; SA,,,2.2637661605000003,2.070966341,0.0,0.0,4.0,3.0,SAustralia,122.0622357962539,655.1479725438044,122.0622357962539,655.1479725438044,122.0622357962539,655.1479725438044,122.0622357962539,655.1479725438044,NSHA18,local,,,
260,11011.0,ga2011khdcvp,2011-05-26 12:28:45,734649.52,local,1.0,147.232,-26.801,10.0,AUST,,,,,,,3.4,AUST,SEA,,3.4,ML,3.4,ML,AUST,,,3.51,3.51,ML2MW,108 km ESE of Charleville; Qld,3.5618662910000003,3.602500453,3.553987721,3.5356684305,6.0,6.0,6.0,6.0,SEAustralia,155.52673951114656,784.5522461545747,155.52673951114656,784.5522461545747,155.52673951114656,784.5522461545747,155.52673951114656,784.5522461545747,NSHA18,local,,,
261,11012.0,ga2011kkqumy,2011-05-28 10:34:56,734651.4409,local,0.0,139.264,-33.19,11.2,ADE,,,,,,,3.7,ADE,SA,3.67,3.7,ML,3.67,REV_ML,REV_ML,,,3.72,3.72,ML2MW,E of Terowie; SA,3.252154893,3.2546878269999997,3.3323884814999998,3.326360776,4.0,4.0,6.0,6.0,SAustralia,41.571041086043394,745.5848490097324,41.571041086043394,745.5848490097324,41.571041086043394,745.5848490097324,41.571041086043394,745.5848490097324,NSHA18,local,,,
262,11014.0,ga2011krlpbk,2011-06-01 03:29:05,734655.1452,local,1.0,142.491,-37.43,15.0,MEL,,,,,,,3.83,AUST,SEA,,3.83,ML,3.83,ML,AUST,,,3.85,3.85,ML2MW,Southern Grampians; Vic,4.0371348175,4.0387195495,4.028751491,4.0129112655,14.0,14.0,15.0,16.0,SEAustralia,93.45072973738296,778.3857364255977,93.45072973738296,778.3857364255977,93.45072973738296,778.3857364255977,93.45072973738296,778.3857364255977,NSHA18,local,,,
263,11015.0,ga2011lvjmae,2011-06-17 10:39:30,734671.4441,local,1.0,149.606,-32.765,10.0,MEL,,,,,,,2.8,MEL,SEA,2.73,2.8,ML,2.73,REV_ML,REV_ML,,,3.02,3.02,ML2MW,Mudgee; NSW,3.3561634160000002,3.377149783,2.586233423,2.537187459,6.0,6.0,9.0,9.0,SEAustralia,148.89824910799595,760.4376342028177,148.89824910799595,760.4376342028177,148.89824910799595,760.4376342028177,148.89824910799595,760.4376342028177,NSHA18,local,,,
264,11016.0,,2011-06-21 04:12:43,734675.1755,local,0.0,133.9265,-19.8703,0.0,IDC,,,,,,,3.8,IDC,WA,,3.8,ML,3.8,ML,IDC,,,3.82,3.82,ML2MW,37 km SW of Tennant Creek; NT,3.3631129045000003,3.341293544,3.141523132,3.068420333,2.0,2.0,3.0,3.0,SWAustralia,45.93022812659985,717.6548609626852,45.93022812659985,717.6548609626852,45.93022812659985,717.6548609626852,45.93022812659985,717.6548609626852,NSHA18,local,,,
265,11017.0,ga2011mdlbnp,2011-06-21 20:03:26,734675.8357,local,1.0,113.481,-25.292,0.0,AUST,,,,,,,3.1,AUST,WA,,3.1,ML,3.1,ML,AUST,,,3.28,3.28,ML2MW,W of Carnarvon; WA,3.620601921,3.462403897,3.1863089995,3.019381083,2.0,3.0,2.0,2.0,SWAustralia,489.2155550994742,787.468769179036,489.2155550994742,787.468769179036,489.2155550994742,787.468769179036,489.2155550994742,787.468769179036,NSHA18,local,,,
266,11018.0,ga2011mmqqth,2011-06-26 20:32:17,734680.8558,local,1.0,152.463,-27.168,8.2,MEL,,,,,,,2.7,MEL,SEA,2.69,2.7,ML,2.69,REV_ML,REV_ML,,,2.99,2.99,ML2MW,N of Wivenhoe Reservoir; Qld,3.223429953,3.229255316,3.176442833,3.226338329,7.0,7.0,7.0,7.0,SEAustralia,60.60159111940117,758.9598279196473,60.60159111940117,758.9598279196473,60.60159111940117,758.9598279196473,60.60159111940117,758.9598279196473,NSHA18,local,,,
267,11019.0,ga2011mopxgn,2011-06-27 22:18:34,734681.9296,local,1.0,115.643,-25.283,0.0,AUST,,,,,,,3.49,AUST,WA,,3.49,ML,3.49,ML,AUST,,,3.58,3.58,ML2MW,SE of Gascoyne Junction; WA,3.642706349,4.109553987,3.9159704389999996,3.859770911,3.0,3.0,6.0,6.0,SWAustralia,421.23449815364756,744.0942739904646,421.23449815364756,744.0942739904646,421.23449815364756,744.0942739904646,421.23449815364756,744.0942739904646,NSHA18,local,,,
